,0,1,2,3,4,5,6,7,8,9
634,717,725,679,727,713,633,638,737,713,718
635,710,735,681,754,724,621,634,736,723,682
636,679,731,719,755,744,625,597,747,696,707
637,686,705,695,774,754,597,611,753,744,681
638,719,733,697,768,725,615,612,732,717,682
639,689,740,671,767,721,625,645,757,708,677
640,698,722,680,761,719,610,633,753,710,714
641,708,726,685,740,720,625,631,761,711,693
642,740,745,673,728,742,647,621,714,712,678
643,708,714,716,747,738,593,631,724,737,692
644,708,733,693,763,718,589,633,759,716,688
645,701,755,674,758,720,629,620,750,704,689
646,707,715,678,752,737,624,637,770,697,683
647,718,719,667,763,737,628,616,727,732,693
648,709,746,649,751,723,613,625,748,727,709
649,720,747,695,746,713,621,600,753,710,695
650,708,710,695,756,723,597,624,748,716,723
651,721,754,683,708,737,629,629,740,683,716
652,701,710,694,750,748,633,643,718,703,700
653,688,745,666,730,738,622,623,759,728,701
654,741,711,681,736,730,646,601,758,699,697
655,706,741,701,751,720,594,622,748,708,709
656,684,723,677,758,761,624,619,761,714,679
657,704,740,708,739,721,625,641,749,670,703
658,706,730,698,744,712,643,602,738,694,733
659,669,753,706,746,728,643,603,758,698,696
660,694,730,681,730,747,661,624,749,696,688
661,682,735,691,734,714,610,666,747,705,716
662,708,739,679,753,741,624,577,770,714,695
663,713,740,681,753,721,624,622,743,711,692
664,707,727,670,728,750,635,624,760,709,690
665,690,728,694,753,719,639,611,751,721,694
666,710,714,688,743,751,635,608,734,715,702
667,687,731,684,739,734,634,645,745,697,704
668,684,727,680,740,722,620,656,757,715,699
669,707,751,677,742,712,647,601,728,710,725
670,701,729,663,752,761,637,602,748,690,717
671,671,728,697,777,719,630,610,734,731,703
672,709,723,673,734,722,627,640,751,715,706
673,719,741,680,748,708,636,596,755,709,708
674,695,740,687,748,727,610,614,754,711,714
675,689,733,668,755,764,580,643,751,713,704
676,698,725,698,752,710,605,631,759,729,693
677,703,713,692,730,713,661,653,738,699,698
678,702,740,665,762,721,629,610,745,714,712
679,705,733,682,741,713,615,663,727,721,700
680,698,724,685,761,724,603,644,748,737,676
681,661,754,716,739,724,616,623,741,739,687
682,724,722,694,752,718,612,630,743,730,675
683,707,737,691,725,739,638,598,763,699,703
684,706,725,699,741,735,599,623,763,716,693
685,721,728,701,747,713,629,622,748,727,664
686,718,710,700,764,739,611,590,740,744,684
687,723,741,669,774,740,609,609,739,700,696
688,705,731,688,755,727,644,626,745,690,689
689,670,743,704,749,716,625,642,745,700,706
690,691,756,686,765,737,605,621,728,697,714
691,702,758,664,768,721,645,610,746,689,697
692,702,749,676,735,733,649,620,752,681,703
693,710,722,712,723,724,628,623,748,715,695
694,700,716,675,768,724,622,617,738,722,718
695,697,750,700,744,709,618,622,752,716,692
696,717,742,705,754,707,629,622,723,694,707
697,680,745,704,749,719,629,623,770,694,687
698,729,743,673,730,738,632,612,731,724,688
699,699,745,687,731,707,644,625,736,729,697
700,724,742,695,736,735,615,624,719,732,678
701,714,713,693,751,737,648,634,700,717,693
702,706,739,664,754,734,628,631,735,724,685
703,701,725,665,760,716,638,614,754,713,714
704,719,698,694,731,738,625,623,739,724,709
705,721,737,693,746,717,602,621,757,707,699
706,713,749,648,730,745,613,636,734,705,727
707,725,738,668,731,732,662,614,737,698,695
708,708,728,663,764,731,628,613,735,739,691
709,709,736,671,747,722,622,623,748,707,715
710,705,747,700,761,732,612,608,741,707,687
711,707,733,665,736,743,620,664,739,697,696
712,701,731,695,755,737,620,620,752,704,685
713,714,725,671,733,772,644,616,746,690,689
714,677,741,694,776,718,612,626,749,715,692
715,688,730,700,743,740,626,626,736,718,693
716,705,713,704,741,750,625,626,725,702,709
717,703,750,675,738,715,625,635,741,719,699
718,700,729,695,748,717,661,609,729,725,687
719,708,716,662,772,735,613,620,751,716,707
720,708,722,678,766,734,628,619,740,716,689
721,674,746,671,757,725,613,625,749,733,707
722,683,735,695,739,767,625,628,729,722,677
723,680,740,679,752,715,615,628,768,735,688
724,711,742,661,752,727,647,595,749,695,721
725,694,746,666,745,746,629,633,742,716,683
726,686,744,681,777,731,621,619,730,725,686
727,704,735,676,745,730,635,633,723,716,703
728,704,715,711,717,729,639,632,727,723,703
729,722,738,662,735,740,633,636,734,696,704
730,702,739,691,759,742,611,639,739,699,679
731,712,737,665,756,714,634,630,745,706,701
732,689,732,678,757,724,640,629,755,707,689
733,691,728,686,750,714,630,637,757,696,711
734,674,728,676,761,729,634,624,737,745,692
735,698,729,693,754,718,634,617,755,715,687
736,714,739,705,753,715,609,624,741,694,706
737,717,725,676,756,740,618,626,727,705,710
738,699,718,694,746,708,601,648,752,733,701
739,680,755,688,770,744,629,624,715,705,690
740,692,722,687,753,739,636,594,749,714,714
741,689,728,668,750,711,637,635,758,699,725
742,707,714,677,759,751,636,636,716,725,679
743,694,753,686,749,712,632,626,741,720,687
744,731,744,674,744,723,632,628,738,692,694
745,672,746,694,751,741,611,637,747,699,702
746,702,727,691,729,716,629,619,756,686,745
747,705,725,703,747,743,615,622,744,690,706
748,694,702,685,776,735,607,594,760,739,708
749,706,712,665,731,730,654,636,761,723,682
750,700,736,693,748,729,604,641,734,709,706
751,690,756,698,736,756,615,596,770,700,683
752,691,760,719,750,726,596,602,764,699,693
753,701,742,712,754,703,626,641,727,700,694
754,700,724,672,753,719,637,627,738,732,698
755,711,730,705,737,716,637,600,729,730,705
756,697,722,698,744,736,627,628,752,711,685
757,702,723,684,744,729,647,621,723,731,696
758,678,734,664,747,724,629,640,761,703,720
759,720,711,716,739,720,615,622,739,716,702
760,686,727,680,754,728,634,614,751,732,694
761,709,727,711,740,743,653,601,735,708,673
762,699,754,679,734,772,593,628,748,668,725
763,713,731,667,734,757,628,627,728,727,688
764,707,750,691,735,731,623,635,747,700,681
765,679,735,701,716,718,618,635,763,731,704
766,702,727,678,758,726,644,606,753,716,690
767,731,724,680,756,757,609,589,748,714,692
768,686,745,681,742,747,616,583,757,717,726
769,689,727,698,759,729,610,630,756,702,700
770,694,762,698,757,737,626,592,718,715,701
771,719,717,682,765,738,617,597,721,726,718
772,721,737,653,776,750,610,641,745,674,693
773,738,716,706,756,753,632,622,715,686,676
774,709,732,677,739,717,625,636,761,701,703
775,709,751,688,748,728,631,594,739,720,692
776,706,742,672,757,716,641,647,751,690,678
777,725,715,689,755,723,620,626,736,721,690
778,694,720,663,736,704,659,649,752,702,721
779,709,740,706,733,710,610,607,773,705,707
780,690,714,700,712,745,657,606,759,718,699
781,665,744,680,750,740,620,632,741,731,697
782,706,724,663,747,744,611,631,747,728,699
783,696,740,685,743,751,611,644,747,705,678
784,699,728,698,736,752,622,632,722,706,705
785,687,736,691,754,737,617,615,745,707,711
786,679,716,687,758,708,629,613,754,727,729
787,697,724,651,770,715,650,650,743,689,711
788,684,735,676,772,720,639,627,739,710,698
789,712,741,669,760,709,597,623,763,717,709
790,699,732,680,748,727,604,637,728,726,719
791,719,739,706,744,756,602,610,725,719,680
792,691,742,691,758,729,623,625,750,712,679
793,703,752,684,717,759,630,640,750,685,680
794,673,749,682,759,729,620,616,760,720,692
795,696,717,702,755,739,611,616,749,712,703
796,710,730,666,742,734,638,619,754,708,699
797,702,731,704,724,740,599,615,744,732,709
798,680,726,681,740,724,627,618,744,721,739
799,701,725,697,736,715,637,623,734,723,709
800,677,715,686,764,736,624,634,753,716,695
801,683,740,696,750,728,624,602,734,736,707
802,675,727,695,749,733,625,635,714,735,712
803,694,765,683,717,721,608,638,751,714,709
804,706,712,695,740,740,581,653,751,708,714
805,707,740,668,738,735,619,625,756,702,710
806,725,741,635,744,748,627,640,755,701,684
807,667,720,713,759,728,645,635,734,725,674
808,689,719,705,755,734,633,623,752,706,684
809,687,737,703,763,741,590,624,752,707,696
810,708,736,687,737,728,643,646,729,702,684
811,709,734,652,739,716,631,647,737,706,729
812,698,732,702,752,714,640,610,740,726,686
813,698,733,698,746,723,630,640,738,704,690
814,716,747,684,746,688,652,635,730,713,689
815,692,716,708,729,717,625,637,748,735,693
816,707,724,676,744,761,626,604,746,727,685
817,697,724,671,779,755,628,629,723,702,692
818,701,744,668,747,708,625,639,748,703,717
819,675,750,704,755,714,642,619,716,709,716
820,680,741,673,756,737,620,612,759,732,690
821,723,715,668,742,735,641,630,721,701,724
822,709,722,691,746,723,634,627,743,704,701
823,678,707,674,748,733,627,651,741,716,725
824,689,737,697,749,734,624,627,742,714,687
825,700,714,698,733,752,629,631,724,726,693
826,716,730,698,752,736,604,629,732,706,697
827,686,728,683,734,741,639,622,762,719,686
828,722,736,676,736,744,639,640,737,692,678
829,669,743,693,724,725,653,605,750,719,719
830,716,732,700,725,728,613,665,733,695,693
831,709,720,667,736,719,648,635,730,743,693
832,670,731,678,763,741,629,627,739,724,698
833,701,747,670,752,710,630,627,721,731,711
834,706,734,684,750,754,637,602,741,699,693
835,709,747,705,737,722,616,584,736,729,715
836,698,739,690,738,748,633,624,748,698,684
837,698,703,682,745,748,613,611,759,748,693
838,703,726,684,760,732,620,640,737,709,689
839,707,751,668,720,715,637,653,736,712,701
840,697,732,698,736,728,605,626,763,719,696
841,679,717,665,760,763,614,622,735,736,709
842,713,741,690,755,721,602,630,726,701,721
843,688,718,684,749,710,629,639,763,724,696
844,708,767,669,743,728,626,630,745,686,698
845,695,735,699,729,763,616,642,724,717,680
846,702,739,672,752,749,601,602,752,710,721
847,694,739,684,760,714,634,616,738,705,716
848,708,732,698,736,729,640,619,754,680,704
849,687,747,689,711,741,657,618,753,689,708
850,691,749,683,721,716,626,631,769,709,705
851,707,758,672,741,724,610,621,749,712,706
852,683,753,675,777,722,587,613,768,734,688
853,724,742,679,731,756,628,637,704,700,699
854,731,697,678,763,708,648,653,721,689,712
855,697,744,660,744,748,625,627,744,705,706
856,687,738,637,749,748,640,602,752,713,734
857,708,737,650,743,754,634,629,731,700,714
858,694,734,702,765,744,602,629,730,714,686
859,699,738,668,758,713,648,633,726,710,707
860,706,738,704,760,741,618,609,737,705,682
861,704,745,696,737,708,625,604,747,729,705
862,700,744,694,762,735,622,640,731,687,685
863,686,752,699,726,749,629,614,735,721,689
864,715,745,699,730,743,606,612,747,715,688
865,725,744,666,738,765,602,640,739,701,680
866,701,726,674,747,730,633,638,733,735,683
867,704,742,665,754,751,623,618,746,699,698
868,701,739,668,752,727,621,654,731,699,708
869,697,726,701,758,732,638,620,735,703,690
870,692,728,656,770,750,620,623,746,700,715
871,690,722,689,707,719,621,648,755,729,720
872,701,728,679,755,743,609,622,752,690,721
873,704,742,669,749,742,601,655,730,712,696
874,690,742,689,758,745,642,620,748,683,683
875,695,719,679,755,729,643,647,727,723,683
876,690,768,679,753,731,618,610,750,690,711
877,708,737,681,746,710,639,609,749,723,698
878,686,749,692,759,713,608,633,758,730,672
879,717,719,699,763,702,628,635,735,706,696
880,703,740,682,750,735,610,626,734,715,705
881,700,729,693,752,725,645,616,733,691,716
882,699,732,688,767,740,624,606,739,698,707
883,681,721,666,760,738,635,631,762,683,723
884,703,728,682,753,724,635,634,746,709,686
885,716,716,674,727,725,631,634,750,732,695
886,695,739,673,745,736,620,626,747,718,701
887,680,755,698,746,741,614,604,742,701,719
888,703,729,674,750,722,635,624,749,724,690
889,671,741,667,772,741,604,630,754,730,690
890,685,729,705,737,724,631,649,733,719,688
891,708,736,669,743,745,607,663,742,699,688
892,719,738,693,750,751,600,600,750,713,686
893,717,738,667,735,716,640,635,756,699,697
894,720,730,694,735,743,606,647,727,725,673
895,714,742,684,753,713,634,615,730,717,698
896,704,738,677,726,749,608,658,760,710,670
897,704,722,708,734,742,625,616,738,714,697
898,700,721,660,749,760,625,623,752,720,690
899,689,749,709,729,731,634,648,741,696,674
900,714,724,662,745,713,652,646,741,688,715
901,704,739,681,721,723,627,638,742,712,713
902,701,731,669,756,761,606,618,738,720,700
903,687,750,672,754,721,644,610,726,714,722
904,716,739,676,749,747,637,598,750,705,683
905,723,725,690,747,729,601,621,755,715,694
906,704,744,676,716,724,621,629,743,722,721
907,701,750,687,757,701,639,614,733,719,699
908,682,760,719,757,748,639,600,741,667,687
909,725,772,663,757,709,580,638,738,725,693
910,705,748,655,749,740,621,628,745,713,696
911,704,743,691,742,729,625,639,757,707,663
912,689,733,690,730,742,617,608,764,707,720
913,711,728,699,723,748,601,620,754,717,699
914,684,718,709,751,731,630,623,729,714,711
915,723,714,685,736,716,644,642,734,732,674
916,718,740,692,746,723,622,622,737,692,708
917,693,716,697,732,735,622,622,763,703,717
918,693,769,673,723,745,636,621,741,717,682
919,689,726,692,754,717,653,603,755,723,688
920,693,715,694,753,743,614,628,749,699,712
921,702,735,688,736,705,627,646,747,717,697
922,706,746,698,744,730,613,609,739,723,692
923,688,723,655,746,756,627,647,762,706,690
924,712,719,697,734,736,635,629,733,699,706
925,692,745,680,743,753,626,609,740,703,709
926,708,741,683,729,696,629,636,752,732,694
927,706,713,695,768,730,629,607,727,713,712
928,699,738,708,734,724,624,646,711,723,693
929,692,715,652,758,723,632,627,758,730,713
930,708,740,679,739,727,622,641,733,745,666
931,716,744,666,723,727,632,634,742,722,694
932,703,721,723,740,728,611,634,726,694,720
933,719,730,669,736,736,620,639,740,724,687
934,701,724,695,740,734,601,643,732,725,705
935,699,733,671,736,743,619,651,744,717,687
936,688,750,692,740,739,628,608,740,705,710
937,703,717,689,748,720,640,604,739,723,717
938,702,733,690,761,716,618,638,741,712,689
939,707,747,690,753,730,606,631,737,728,671
940,687,722,735,729,698,634,655,756,710,674
941,738,720,675,746,687,626,642,770,692,704
942,710,741,664,719,738,611,632,741,715,729
943,698,735,703,726,763,619,618,743,704,691
944,706,716,689,743,743,640,624,726,711,702
945,689,711,659,744,740,653,617,744,720,723
946,713,722,670,746,726,635,633,739,718,698
947,711,729,688,736,715,637,606,753,719,706
948,687,725,676,755,724,633,630,749,741,680
949,708,726,685,724,727,616,638,734,715,727
950,700,751,670,738,710,637,627,743,703,721
951,711,734,663,746,721,620,640,751,719,695
952,708,724,669,738,727,635,637,750,699,713
953,684,746,666,773,751,626,619,733,670,732
954,711,749,699,738,711,641,607,740,713,691
955,672,730,704,737,735,651,617,730,726,698
956,703,714,682,765,716,623,630,762,702,703
957,716,737,685,773,728,622,630,733,694,682
958,678,720,695,761,730,611,652,735,721,697
959,712,719,678,756,733,606,618,762,694,722
960,703,754,693,755,743,608,613,742,709,680
961,723,753,696,740,713,616,601,762,718,678
962,697,726,702,743,720,609,629,741,731,702
963,717,711,670,730,732,620,641,756,724,699
964,721,711,671,769,722,619,629,753,719,686
965,685,735,690,745,740,627,589,761,723,705
966,705,724,683,757,692,631,595,760,725,728
967,726,733,683,744,718,623,639,718,711,705
968,695,742,666,775,715,615,631,749,704,708
969,696,753,673,758,745,618,603,736,721,697
970,683,731,717,754,746,611,610,739,746,663
971,690,721,648,747,744,639,651,736,693,731
972,702,721,684,759,746,621,625,724,721,697
973,691,729,675,759,723,647,638,729,710,699
974,711,738,673,728,731,647,641,745,690,696
975,684,743,689,748,727,617,623,731,719,719
976,697,731,686,777,725,605,622,727,737,693
977,732,733,661,765,733,621,610,775,675,695
978,692,735,700,751,760,584,630,729,745,674
979,693,749,688,754,752,622,613,744,690,695
980,710,741,707,750,698,633,620,757,688,696
981,663,734,706,755,731,604,648,731,724,704
982,706,743,680,746,729,626,611,727,717,715
983,719,724,667,759,759,624,602,741,721,684
984,712,732,675,730,764,637,615,741,702,692
985,725,707,704,752,732,598,587,756,735,704
986,689,719,705,757,728,632,604,762,721,683
987,714,722,669,747,739,629,624,725,724,707
988,689,713,688,765,726,617,633,749,734,686
989,706,753,688,742,738,620,616,734,704,699
990,718,746,664,729,737,617,643,741,701,704
991,707,738,692,738,749,613,623,752,679,709
992,676,721,695,748,778,617,615,755,715,680
993,730,703,701,746,724,591,646,730,715,714
994,698,751,638,725,729,614,649,756,728,712
995,710,736,683,739,741,625,616,745,708,697
996,706,752,670,741,715,652,592,725,739,708
997,676,753,694,756,707,628,632,732,720,702
998,698,731,680,717,746,617,644,747,692,728
999,713,735,674,767,738,599,628,741,693,712
